GO_term,Descrip,DECount,Expect,N,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0008289,lipid binding,17,14.760568230736117,329,0.5055031165896666,1,0.6687258096571734,Down,2,2,FALSE,MF,gad2-1
GO:0009787,regulation of abscisic acid-activated signaling pathway,7,5.4405940594059405,122,0.5068931482369343,1,0.6691436667734348,Down,4,8,FALSE,BP,gad2-1
GO:1901419,regulation of response to alcohol,7,5.4405940594059405,122,0.5068931482369343,1,0.6691436667734348,Down,3,5,FALSE,BP,gad2-1
GO:1905957,regulation of cellular response to alcohol,7,5.4405940594059405,122,0.5068931482369343,1,0.6691436667734348,Down,3,6,FALSE,BP,gad2-1
GO:0009312,oligosaccharide biosynthetic process,3,2.3181661644425313,52,0.5092495264423248,1,0.6700491072902008,Down,5,5,FALSE,BP,gad2-1
GO:0016706,2-oxoglutarate-dependent dioxygenase activity,3,2.3181661644425313,52,0.5092495264423248,1,0.6700491072902008,Down,4,4,FALSE,MF,gad2-1
GO:0071470,cellular response to osmotic stress,3,2.3181661644425313,52,0.5092495264423248,1,0.6700491072902008,Down,4,5,FALSE,BP,gad2-1
GO:0072598,protein localization to chloroplast,3,2.3181661644425313,52,0.5092495264423248,1,0.6700491072902008,Down,6,6,FALSE,BP,gad2-1
GO:0000428,DNA-directed RNA polymerase complex,7,5.629832113646147,126,0.5167687621875586,1,0.6782036617061552,Down,3,6,FALSE,CC,gad2-1
GO:0000165,MAPK cascade,3,2.365475678002583,53,0.5173001518022814,1,0.6782036617061552,Down,4,9,FALSE,BP,gad2-1
GO:0034762,regulation of transmembrane transport,3,2.365475678002583,53,0.5173001518022814,1,0.6782036617061552,Down,3,5,FALSE,BP,gad2-1
GO:0034765,regulation of ion transmembrane transport,3,2.365475678002583,53,0.5173001518022814,1,0.6782036617061552,Down,4,6,FALSE,BP,gad2-1
GO:0043255,regulation of carbohydrate biosynthetic process,3,2.365475678002583,53,0.5173001518022814,1,0.6782036617061552,Down,4,6,FALSE,BP,gad2-1
GO:0071555,cell wall organization,27,24.222470942746448,539,0.5300460828202033,1,0.6940195710294668,Down,3,5,FALSE,BP,gad2-1
GO:0034637,cellular carbohydrate biosynthetic process,13,10.928497632371933,244,0.5331515651639571,1,0.695525608612282,Down,4,5,FALSE,BP,gad2-1
GO:0051537,"2 iron, 2 sulfur cluster binding",4,2.7912613000430477,63,0.5333629894822782,1,0.695525608612282,Down,4,4,TRUE,MF,gad2-1
GO:0071805,potassium ion transmembrane transport,4,2.7912613000430477,63,0.5333629894822782,1,0.695525608612282,Down,6,8,FALSE,BP,gad2-1
GO:0022890,inorganic cation transmembrane transporter activity,20,17.504520017219114,390,0.5379133294065567,1,0.7002120162280964,Down,4,5,FALSE,MF,gad2-1
GO:0034728,nucleosome organization,4,2.885880327163151,65,0.5396321282692756,1,0.7014070227549124,Down,5,7,FALSE,BP,gad2-1
GO:0006820,anion transport,80,74.60710288420147,1657,0.5397895575846092,1,0.7014070227549124,Down,5,5,FALSE,BP,gad2-1
GO:0000323,lytic vacuole,4,2.9331898407232027,66,0.543112505689121,1,0.7051545590176483,Down,4,6,FALSE,CC,gad2-1
GO:0042545,cell wall modification,8,6.481403357727077,145,0.5436369164011287,1,0.7051545590176483,Down,4,6,FALSE,BP,gad2-1
GO:0009066,aspartate family amino acid metabolic process,4,2.9804993542832543,67,0.5468066365061215,1,0.7084291290663379,Down,5,8,FALSE,BP,gad2-1
GO:0045330,aspartyl esterase activity,4,2.9804993542832543,67,0.5468066365061215,1,0.7084291290663379,Down,4,4,TRUE,MF,gad2-1
GO:0016763,"transferase activity, transferring pentosyl groups",4,3.027808867843306,68,0.5507022147733989,1,0.7130554620532924,Down,4,4,FALSE,MF,gad2-1
GO:0016741,"transferase activity, transferring one-carbon groups",21,18.639948342660354,415,0.5511332783700369,1,0.713193093282617,Down,3,3,FALSE,MF,gad2-1
GO:0009123,nucleoside monophosphate metabolic process,4,3.169737408523461,71,0.5634783207598479,1,0.724896539184901,Down,5,7,FALSE,BP,gad2-1
GO:0004180,carboxypeptidase activity,4,3.2170469220835125,72,0.568061707402249,1,0.7299376883881444,Down,6,6,FALSE,MF,gad2-1
GO:0016114,terpenoid biosynthetic process,9,7.380284115368059,165,0.5689490299129089,1,0.7306503331513146,Down,5,7,FALSE,BP,gad2-1
GO:0048767,root hair elongation,4,3.264356435643564,73,0.5727889170814718,1,0.7348924994370157,Down,4,13,FALSE,BP,gad2-1
GO:0006066,alcohol metabolic process,9,7.522212656048214,168,0.5732744909918953,1,0.7348924994370157,Down,3,4,FALSE,BP,gad2-1
GO:0048653,anther development,4,3.3116659492036162,74,0.5776492747716968,1,0.7396605290954206,Down,3,12,FALSE,BP,gad2-1
GO:0009845,seed germination,9,7.664141196728369,171,0.5784476366843164,1,0.7402511714211882,Down,2,6,FALSE,BP,gad2-1
GO:0071554,cell wall organization or biogenesis,35,31.839302625914765,708,0.5809468202752134,1,0.7430164340852466,Down,2,2,FALSE,BP,gad2-1
GO:0048856,anatomical structure development,153,146.9906586310805,3260,0.5868580105023736,1,0.7457987216800998,Down,2,2,FALSE,BP,gad2-1
GO:0001510,RNA methylation,5,3.8320705983641843,86,0.5962797829512287,1,0.7560221728411654,Down,4,8,FALSE,BP,gad2-1
GO:1904680,peptide transmembrane transporter activity,5,3.8320705983641843,86,0.5962797829512287,1,0.7560221728411654,Down,4,4,FALSE,MF,gad2-1
GO:0009740,gibberellic acid mediated signaling pathway,5,3.879380111924236,87,0.5983724058251726,1,0.7578003478616373,Down,5,8,FALSE,BP,gad2-1
GO:0045088,regulation of innate immune response,5,3.879380111924236,87,0.5983724058251726,1,0.7578003478616373,Down,4,7,FALSE,BP,gad2-1
GO:0009626,plant-type hypersensitive response,5,3.9266896254842876,88,0.6006310165491318,1,0.7589182550967135,Down,4,7,FALSE,BP,gad2-1
GO:0015036,disulfide oxidoreductase activity,5,3.9266896254842876,88,0.6006310165491318,1,0.7589182550967135,Down,4,4,FALSE,MF,gad2-1
GO:0010476,gibberellin mediated signaling pathway,5,3.973999139044339,89,0.6030488426979337,1,0.7610892290601509,Down,4,7,FALSE,BP,gad2-1
GO:0034050,programmed cell death induced by symbiont,5,3.973999139044339,89,0.6030488426979337,1,0.7610892290601509,Down,4,4,FALSE,BP,gad2-1
GO:0034660,ncRNA metabolic process,27,24.742875591907016,550,0.6042272766954183,1,0.7621384834136351,Down,6,7,FALSE,BP,gad2-1
GO:0051702,biological process involved in interaction with symbiont,5,4.021308652604391,90,0.6056191397988862,1,0.763455586106977,Down,2,3,FALSE,BP,gad2-1
GO:0090696,post-embryonic plant organ development,10,8.84687903572966,197,0.6076110827460502,1,0.7655272161275538,Down,3,6,FALSE,BP,gad2-1
GO:1901505,carbohydrate derivative transmembrane transporter activity,5,4.068618166164443,91,0.6083352027373745,1,0.7660000603275656,Down,3,3,FALSE,MF,gad2-1
GO:0006333,chromatin assembly or disassembly,5,4.115927679724495,92,0.6111903764041791,1,0.768713669291854,Down,5,7,FALSE,BP,gad2-1
GO:0010941,regulation of cell death,5,4.115927679724495,92,0.6111903764041791,1,0.768713669291854,Down,3,4,FALSE,BP,gad2-1
GO:0042274,ribosomal small subunit biogenesis,5,4.163237193284546,93,0.6141780656071925,1,0.7720292112612448,Down,5,6,FALSE,BP,gad2-1
GO:0003724,RNA helicase activity,5,4.210546706844598,94,0.6172917442707346,1,0.7748169608241067,Down,3,9,FALSE,MF,gad2-1
GO:0009640,photomorphogenesis,5,4.210546706844598,94,0.6172917442707346,1,0.7748169608241067,Down,3,6,FALSE,BP,gad2-1
GO:0009630,gravitropism,5,4.305165733964701,96,0.623871361657025,1,0.7819757478303805,Down,4,4,FALSE,BP,gad2-1
GO:1901264,carbohydrate derivative transport,5,4.305165733964701,96,0.623871361657025,1,0.7819757478303805,Down,5,5,FALSE,BP,gad2-1
GO:0005261,cation channel activity,6,4.872879896685321,109,0.6391194482949197,1,0.7942876674904605,Down,5,6,FALSE,MF,gad2-1
GO:0008283,cell population proliferation,6,4.872879896685321,109,0.6391194482949197,1,0.7942876674904605,Down,2,2,FALSE,BP,gad2-1
GO:0098660,inorganic ion transmembrane transport,21,19.302281532501077,429,0.6398797385516212,1,0.794782752182896,Down,4,6,FALSE,BP,gad2-1
GO:0002682,regulation of immune system process,6,4.967498923805424,111,0.6424574868625949,1,0.7975334319673592,Down,2,3,FALSE,BP,gad2-1
GO:0010648,negative regulation of cell communication,6,5.014808437365476,112,0.6443068923898038,1,0.7985291111467209,Down,3,5,FALSE,BP,gad2-1
GO:0023057,negative regulation of signaling,6,5.014808437365476,112,0.6443068923898038,1,0.7985291111467209,Down,2,4,FALSE,BP,gad2-1
GO:0071806,protein transmembrane transport,6,5.062117950925527,113,0.6462710478882644,1,0.7995807591974934,Down,3,8,FALSE,BP,gad2-1
GO:0065004,protein-DNA complex assembly,6,5.109427464485579,114,0.6483458142579356,1,0.7995807591974934,Down,6,7,FALSE,BP,gad2-1
GO:0000045,autophagosome assembly,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,6,7,FALSE,BP,gad2-1
GO:0002757,immune response-activating signal transduction,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,3,7,FALSE,BP,gad2-1
GO:0002758,innate immune response-activating signal transduction,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,4,10,FALSE,BP,gad2-1
GO:0002764,immune response-regulating signaling pathway,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,3,5,FALSE,BP,gad2-1
GO:0004724,magnesium-dependent protein serine/threonine phosphatase activity,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,5,8,TRUE,MF,gad2-1
GO:0005762,mitochondrial large ribosomal subunit,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,3,9,TRUE,CC,gad2-1
GO:0007052,mitotic spindle organization,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,4,8,FALSE,BP,gad2-1
GO:0010166,wax metabolic process,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,4,4,FALSE,BP,gad2-1
GO:0016679,"oxidoreductase activity, acting on diphenols and related substances as donors",2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,3,3,FALSE,MF,gad2-1
GO:0090151,establishment of protein localization to mitochondrial membrane,2,1.371975893241498,31,0.649932447708345,1,0.7995807591974934,Down,4,8,FALSE,BP,gad2-1
GO:0090697,post-embryonic plant organ morphogenesis,6,5.204046491605682,116,0.652810635340577,1,0.8026719793997241,Down,4,7,FALSE,BP,gad2-1
GO:1900864,mitochondrial RNA modification,2,1.4192854068015497,32,0.6549694109679484,1,0.8039758672362296,Down,6,8,FALSE,BP,gad2-1
GO:1901570,fatty acid derivative biosynthetic process,2,1.4192854068015497,32,0.6549694109679484,1,0.8039758672362296,Down,4,4,FALSE,BP,gad2-1
GO:1903008,organelle disassembly,2,1.4192854068015497,32,0.6549694109679484,1,0.8039758672362296,Down,5,5,FALSE,BP,gad2-1
GO:0012505,endomembrane system,124,119.40921222557039,2648,0.6555792047698249,1,0.8042748232818634,Down,2,2,FALSE,CC,gad2-1
GO:0016887,ATPase activity,37,34.77249246663797,772,0.6602653892301674,1,0.8077691249195574,Down,7,7,FALSE,MF,gad2-1
GO:0006555,methionine metabolic process,2,1.4665949203616013,33,0.6602666572088367,1,0.8077691249195574,Down,5,9,FALSE,BP,gad2-1
GO:0009126,purine nucleoside monophosphate metabolic process,2,1.4665949203616013,33,0.6602666572088367,1,0.8077691249195574,Down,6,8,FALSE,BP,gad2-1
GO:0009167,purine ribonucleoside monophosphate metabolic process,2,1.4665949203616013,33,0.6602666572088367,1,0.8077691249195574,Down,7,9,FALSE,BP,gad2-1
GO:0016762,xyloglucan:xyloglucosyl transferase activity,2,1.4665949203616013,33,0.6602666572088367,1,0.8077691249195574,Down,6,6,TRUE,MF,gad2-1
GO:0003690,double-stranded DNA binding,55,52.04046491605682,1155,0.6631171126236146,1,0.8091177246194831,Down,5,5,FALSE,MF,gad2-1
GO:0030173,integral component of Golgi membrane,2,1.513904433921653,34,0.665790404547999,1,0.8091177246194831,Down,5,8,FALSE,CC,gad2-1
GO:0031228,intrinsic component of Golgi membrane,2,1.513904433921653,34,0.665790404547999,1,0.8091177246194831,Down,4,7,FALSE,CC,gad2-1
GO:0032580,Golgi cisterna membrane,2,1.513904433921653,34,0.665790404547999,1,0.8091177246194831,Down,5,9,FALSE,CC,gad2-1
GO:0046189,phenol-containing compound biosynthetic process,2,1.513904433921653,34,0.665790404547999,1,0.8091177246194831,Down,5,5,FALSE,BP,gad2-1
GO:1902850,microtubule cytoskeleton organization involved in mitosis,2,1.513904433921653,34,0.665790404547999,1,0.8091177246194831,Down,4,7,FALSE,BP,gad2-1
GO:0006221,pyrimidine nucleotide biosynthetic process,2,1.5612139474817046,35,0.6715093888847834,1,0.8133671362333063,Down,6,9,FALSE,BP,gad2-1
GO:0046351,disaccharide biosynthetic process,2,1.5612139474817046,35,0.6715093888847834,1,0.8133671362333063,Down,5,6,FALSE,BP,gad2-1
GO:1905037,autophagosome organization,2,1.5612139474817046,35,0.6715093888847834,1,0.8133671362333063,Down,5,6,FALSE,BP,gad2-1
GO:2000031,regulation of salicylic acid mediated signaling pathway,2,1.5612139474817046,35,0.6715093888847834,1,0.8133671362333063,Down,4,8,FALSE,BP,gad2-1
GO:0030880,RNA polymerase complex,7,6.00830822212656,134,0.6734350687953738,1,0.8152499509783026,Down,2,5,FALSE,CC,gad2-1
GO:0000460,maturation of 5.8S rRNA,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,7,10,FALSE,BP,gad2-1
GO:0006220,pyrimidine nucleotide metabolic process,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,5,8,FALSE,BP,gad2-1
GO:0009827,plant-type cell wall modification,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,5,7,FALSE,BP,gad2-1
GO:0010333,terpene synthase activity,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,5,5,FALSE,MF,gad2-1
GO:0019747,regulation of isoprenoid metabolic process,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,4,6,FALSE,BP,gad2-1
GO:0030968,endoplasmic reticulum unfolded protein response,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,3,7,FALSE,BP,gad2-1
GO:0051156,glucose 6-phosphate metabolic process,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,4,5,FALSE,BP,gad2-1
GO:0060548,negative regulation of cell death,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,3,5,FALSE,BP,gad2-1
GO:0070417,cellular response to cold,2,1.6085234610417563,36,0.6773947056234598,1,0.8159949388640251,Down,4,5,FALSE,BP,gad2-1
GO:0000315,organellar large ribosomal subunit,2,1.6558329746018081,37,0.6834196605408022,1,0.819655693362972,Down,4,8,FALSE,CC,gad2-1
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,2,1.6558329746018081,37,0.6834196605408022,1,0.819655693362972,Down,6,8,FALSE,BP,gad2-1
GO:0007006,mitochondrial membrane organization,2,1.6558329746018081,37,0.6834196605408022,1,0.819655693362972,Down,5,6,FALSE,BP,gad2-1
GO:0009825,multidimensional cell growth,2,1.6558329746018081,37,0.6834196605408022,1,0.819655693362972,Down,3,3,FALSE,BP,gad2-1
GO:0031334,positive regulation of protein-containing complex assembly,2,1.6558329746018081,37,0.6834196605408022,1,0.819655693362972,Down,4,7,FALSE,BP,gad2-1
GO:0051205,protein insertion into membrane,2,1.6558329746018081,37,0.6834196605408022,1,0.819655693362972,Down,5,7,FALSE,BP,gad2-1
GO:0022626,cytosolic ribosome,16,14.665949203616014,326,0.6867783233711846,1,0.8232342784514856,Down,3,6,FALSE,CC,gad2-1
GO:0006534,cysteine metabolic process,2,1.7031424881618598,38,0.6895596292964516,1,0.8234219390619945,Down,5,9,FALSE,BP,gad2-1
GO:0009960,endosperm development,2,1.7031424881618598,38,0.6895596292964516,1,0.8234219390619945,Down,3,9,FALSE,BP,gad2-1
GO:0016106,sesquiterpenoid biosynthetic process,2,1.7031424881618598,38,0.6895596292964516,1,0.8234219390619945,Down,6,8,FALSE,BP,gad2-1
GO:0016782,"transferase activity, transferring sulfur-containing groups",2,1.7031424881618598,38,0.6895596292964516,1,0.8234219390619945,Down,3,3,FALSE,MF,gad2-1
GO:0005216,ion channel activity,8,6.907188979767542,154,0.6942305632248981,1,0.8285490852401501,Down,4,5,FALSE,MF,gad2-1
GO:0006739,"NADP metabolic process",2,1.7504520017219114,39,0.6957919251104822,1,0.8286112079949125,Down,2,2,FALSE,BP,gad2-1
GO:0045492,xylan biosynthetic process,2,1.7504520017219114,39,0.6957919251104822,1,0.8286112079949125,Down,6,9,FALSE,BP,gad2-1
GO:0048038,quinone binding,2,1.7504520017219114,39,0.6957919251104822,1,0.8286112079949125,Down,3,3,FALSE,MF,gad2-1
GO:0071472,cellular response to salt stress,2,1.7504520017219114,39,0.6957919251104822,1,0.8286112079949125,Down,5,6,FALSE,BP,gad2-1
GO:0006810,transport,131,126.8368058544985,2812,0.6993001095833219,1,0.8323376914064904,Down,3,3,FALSE,BP,gad2-1
GO:1901568,fatty acid derivative metabolic process,2,1.797761515281963,40,0.7020956741578704,1,0.8347602059830446,Down,3,3,FALSE,BP,gad2-1
GO:2000070,regulation of response to water deprivation,2,1.797761515281963,40,0.7020956741578704,1,0.8347602059830446,Down,4,6,FALSE,BP,gad2-1
GO:0030246,carbohydrate binding,18,16.79487731381834,373,0.7067760469208413,1,0.8398702375747659,Down,2,2,FALSE,MF,gad2-1
GO:0015850,organic hydroxy compound transport,2,1.8450710288420147,41,0.7084516982535325,1,0.8409513131701392,Down,5,5,FALSE,BP,gad2-1
GO:0032881,regulation of polysaccharide metabolic process,2,1.8450710288420147,41,0.7084516982535325,1,0.8409513131701392,Down,4,6,FALSE,BP,gad2-1
GO:0008285,negative regulation of cell population proliferation,2,1.8923805424020663,42,0.7148424044243223,1,0.8467065372792943,Down,3,5,FALSE,BP,gad2-1
GO:0016838,"carbon-oxygen lyase activity, acting on phosphates",2,1.8923805424020663,42,0.7148424044243223,1,0.8467065372792943,Down,4,4,FALSE,MF,gad2-1
GO:0009793,embryo development ending in seed dormancy,20,18.54532931554025,412,0.719001603578015,1,0.8507152594058841,Down,3,9,FALSE,BP,gad2-1
GO:0000049,tRNA binding,2,1.939690055962118,43,0.7212516809859196,1,0.8524589297336272,Down,5,5,FALSE,MF,gad2-1
GO:0009955,adaxial/abaxial pattern specification,2,1.939690055962118,43,0.7212516809859196,1,0.8524589297336272,Down,4,6,FALSE,BP,gad2-1
GO:0031966,mitochondrial membrane,21,19.538829100301335,434,0.7258232074346639,1,0.8561886593449476,Down,4,7,FALSE,CC,gad2-1
GO:0009873,ethylene-activated signaling pathway,10,9.13073611708997,203,0.7332347545057973,1,0.8610607063608187,Down,4,7,FALSE,BP,gad2-1
GO:0015267,channel activity,10,9.13073611708997,203,0.7332347545057973,1,0.8610607063608187,Down,4,4,FALSE,MF,gad2-1
GO:0022803,passive transmembrane transporter activity,10,9.13073611708997,203,0.7332347545057973,1,0.8610607063608187,Down,3,3,FALSE,MF,gad2-1
GO:0048229,gametophyte development,22,20.721566939302626,460,0.7339018776496189,1,0.8613834972306591,Down,3,4,FALSE,BP,gad2-1
GO:0009798,axis specification,3,2.4127851915626346,54,0.7358543021431097,1,0.8627506512688989,Down,3,5,FALSE,BP,gad2-1
GO:0016592,mediator complex,3,2.4127851915626346,54,0.7358543021431097,1,0.8627506512688989,Down,2,8,TRUE,CC,gad2-1
GO:0070085,glycosylation,10,9.319974171330177,207,0.7374307731323141,1,0.8627506512688989,Down,2,2,FALSE,BP,gad2-1
GO:0097708,intracellular vesicle,41,38.88842014636246,863,0.7381703878770983,1,0.8627506512688989,Down,3,5,FALSE,CC,gad2-1
GO:0010675,regulation of cellular carbohydrate metabolic process,3,2.4600947051226862,55,0.7382738711921298,1,0.8627506512688989,Down,4,6,FALSE,BP,gad2-1
GO:0030145,manganese ion binding,3,2.4600947051226862,55,0.7382738711921298,1,0.8627506512688989,Down,6,6,TRUE,MF,gad2-1
GO:0044089,positive regulation of cellular component biogenesis,3,2.4600947051226862,55,0.7382738711921298,1,0.8627506512688989,Down,3,5,FALSE,BP,gad2-1
GO:0061640,cytoskeleton-dependent cytokinesis,3,2.4600947051226862,55,0.7382738711921298,1,0.8627506512688989,Down,4,5,FALSE,BP,gad2-1
GO:0031301,integral component of organelle membrane,10,9.367283684890229,208,0.7386025611955965,1,0.8627506512688989,Down,4,6,FALSE,CC,gad2-1
GO:0000097,sulfur amino acid biosynthetic process,3,2.507404218682738,56,0.7408464144738921,1,0.8644520330417996,Down,5,8,FALSE,BP,gad2-1
GO:0009251,glucan catabolic process,3,2.507404218682738,56,0.7408464144738921,1,0.8644520330417996,Down,6,6,FALSE,BP,gad2-1
GO:0004185,serine-type carboxypeptidase activity,3,2.5547137322427895,57,0.7435607993957181,1,0.8666982566204866,Down,7,7,FALSE,MF,gad2-1
GO:0071322,cellular response to carbohydrate stimulus,3,2.5547137322427895,57,0.7435607993957181,1,0.8666982566204866,Down,5,5,FALSE,BP,gad2-1
GO:0042773,ATP synthesis coupled electron transport,3,2.602023245802841,58,0.746406241545045,1,0.8695533721129542,Down,4,7,FALSE,BP,gad2-1
GO:0006099,tricarboxylic acid cycle,3,2.649332759362893,59,0.7493723115177723,1,0.8720835167424631,Down,3,7,FALSE,BP,gad2-1
GO:0009853,photorespiration,3,2.649332759362893,59,0.7493723115177723,1,0.8720835167424631,Down,4,4,FALSE,BP,gad2-1
GO:0045491,xylan metabolic process,3,2.6966422729229444,60,0.7524489397212961,1,0.8742740061523632,Down,6,8,FALSE,BP,gad2-1
GO:0070008,serine-type exopeptidase activity,3,2.6966422729229444,60,0.7524489397212961,1,0.8742740061523632,Down,6,6,FALSE,MF,gad2-1
GO:0051607,defense response to virus,3,2.743951786482996,61,0.7556264193523962,1,0.8770378524830138,Down,3,6,FALSE,BP,gad2-1
GO:0140546,defense response to symbiont,3,2.743951786482996,61,0.7556264193523962,1,0.8770378524830138,Down,NA,NA,NA,NA,gad2-1
GO:0071704,organic substance metabolic process,545,539.6123116659492,11951,0.7575813317378303,1,0.8780446220429892,Down,2,2,FALSE,BP,gad2-1
GO:0036094,small molecule binding,161,157.20951356005165,3484,0.757693332773891,1,0.8780446220429892,Down,2,2,FALSE,MF,gad2-1
GO:0008080,N-acetyltransferase activity,3,2.7912613000430477,62,0.7588954077348024,1,0.8789737950346128,Down,6,6,FALSE,MF,gad2-1
GO:0006073,cellular glucan metabolic process,12,11.306973740852346,251,0.7603688748262957,1,0.8802161566254851,Down,5,6,FALSE,BP,gad2-1
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",3,2.9331898407232027,65,0.7691634487121001,1,0.8811465524111965,Down,4,4,FALSE,MF,gad2-1
GO:0030244,cellulose biosynthetic process,3,2.9331898407232027,65,0.7691634487121001,1,0.8811465524111965,Down,8,9,FALSE,BP,gad2-1
GO:0070972,protein localization to endoplasmic reticulum,3,2.9331898407232027,65,0.7691634487121001,1,0.8811465524111965,Down,6,6,FALSE,BP,gad2-1
GO:0005509,calcium ion binding,13,12.395092552733534,275,0.7713435244498635,1,0.8811465524111965,Down,5,5,FALSE,MF,gad2-1
GO:0051234,establishment of localization,132,129.01304347826087,2859,0.7736989278789017,1,0.8812462892230644,Down,2,2,FALSE,BP,gad2-1
GO:0005576,extracellular region,90,87.47529057253551,1939,0.7756203276681718,1,0.8820622680265693,Down,2,2,FALSE,CC,gad2-1
GO:0004190,aspartic-type endopeptidase activity,4,3.453594489883771,77,0.7792851671668553,1,0.8825028180990685,Down,6,6,FALSE,MF,gad2-1
GO:0008276,protein methyltransferase activity,4,3.453594489883771,77,0.7792851671668553,1,0.8825028180990685,Down,3,5,FALSE,MF,gad2-1
GO:0019005,SCF ubiquitin ligase complex,4,3.453594489883771,77,0.7792851671668553,1,0.8825028180990685,Down,4,6,FALSE,CC,gad2-1
GO:0034605,cellular response to heat,4,3.453594489883771,77,0.7792851671668553,1,0.8825028180990685,Down,4,5,FALSE,BP,gad2-1
GO:0070001,aspartic-type peptidase activity,4,3.453594489883771,77,0.7792851671668553,1,0.8825028180990685,Down,5,5,FALSE,MF,gad2-1
GO:0002252,immune effector process,4,3.500904003443823,78,0.7808301345931193,1,0.8825028180990685,Down,2,2,FALSE,BP,gad2-1
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,4,3.500904003443823,78,0.7808301345931193,1,0.8825028180990685,Down,5,7,FALSE,MF,gad2-1
GO:0005342,organic acid transmembrane transporter activity,4,3.500904003443823,78,0.7808301345931193,1,0.8825028180990685,Down,3,3,FALSE,MF,gad2-1
GO:0046943,carboxylic acid transmembrane transporter activity,4,3.500904003443823,78,0.7808301345931193,1,0.8825028180990685,Down,4,6,FALSE,MF,gad2-1
GO:0016874,ligase activity,16,15.091734825656479,335,0.7904727076014519,1,0.8924822960888372,Down,2,2,FALSE,MF,gad2-1
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,4,3.8320705983641843,85,0.7941521397992104,1,0.8954395049516557,Down,7,11,FALSE,BP,gad2-1
GO:0006694,steroid biosynthetic process,4,3.879380111924236,86,0.7963539859611036,1,0.8954395049516557,Down,5,5,FALSE,BP,gad2-1
GO:0006914,autophagy,4,3.879380111924236,86,0.7963539859611036,1,0.8954395049516557,Down,3,4,FALSE,BP,gad2-1
GO:0019722,calcium-mediated signaling,4,3.879380111924236,86,0.7963539859611036,1,0.8954395049516557,Down,5,7,FALSE,BP,gad2-1
GO:0034062,5'-3' RNA polymerase activity,4,3.879380111924236,86,0.7963539859611036,1,0.8954395049516557,Down,4,6,FALSE,MF,gad2-1
GO:0061919,process utilizing autophagic mechanism,4,3.879380111924236,86,0.7963539859611036,1,0.8954395049516557,Down,2,2,FALSE,BP,gad2-1
GO:0097747,RNA polymerase activity,4,3.879380111924236,86,0.7963539859611036,1,0.8954395049516557,Down,3,5,FALSE,MF,gad2-1
GO:1901135,carbohydrate derivative metabolic process,38,36.80680154972019,816,0.797284527236952,1,0.8956909849499355,Down,3,3,FALSE,BP,gad2-1
GO:0016051,carbohydrate biosynthetic process,18,17.1260439087387,380,0.8029791748499022,1,0.896462769684995,Down,4,4,FALSE,BP,gad2-1
GO:0042788,polysomal ribosome,5,4.399784761084804,98,0.8045757800498544,1,0.897332865916445,Down,4,6,TRUE,CC,gad2-1
GO:0050776,regulation of immune response,5,4.494403788204908,100,0.8066020923917844,1,0.8985664117514937,Down,3,4,FALSE,BP,gad2-1
GO:0006323,DNA packaging,5,4.541713301764959,101,0.8077277307820804,1,0.8985664117514937,Down,7,7,FALSE,BP,gad2-1
GO:0042887,amide transmembrane transporter activity,5,4.541713301764959,101,0.8077277307820804,1,0.8985664117514937,Down,3,3,FALSE,MF,gad2-1
GO:0048443,stamen development,5,4.541713301764959,101,0.8077277307820804,1,0.8985664117514937,Down,4,11,FALSE,BP,gad2-1
GO:0048466,androecium development,5,4.541713301764959,101,0.8077277307820804,1,0.8985664117514937,Down,4,10,FALSE,BP,gad2-1
GO:0042578,phosphoric ester hydrolase activity,19,18.166853207059837,403,0.8086169992436373,1,0.8989868777656496,Down,4,4,FALSE,MF,gad2-1
GO:0080147,root hair cell development,5,4.589022815325011,102,0.8089244401024241,1,0.8989868777656496,Down,4,12,FALSE,BP,gad2-1
GO:0003735,structural constituent of ribosome,20,19.160352991820922,425,0.8134596488136654,1,0.9035697464819471,Down,2,2,TRUE,MF,gad2-1
